LINE/L1 Recent,weak enhancer,Liver cancer,1.673207377
LINE/L1 Recent,repressed regions,Liver cancer,2.138886941
LINE/L1 Recent,insulator,Liver cancer,0.132967886
LINE/L2,active promoter,Liver cancer,0.379835302
LINE/L2,weak promoter,Liver cancer,0.795091293
LINE/L2,strong enhancer,Liver cancer,1.35412928
LINE/L2,weak enhancer,Liver cancer,2.958676699
LINE/L2,repressed regions,Liver cancer,4.796218477
LINE/L2,insulator,Liver cancer,0.348323639
LTR/ERV1,active promoter,Liver cancer,0.353778997
LTR/ERV1,weak promoter,Liver cancer,0.773241056
LTR/ERV1,strong enhancer,Liver cancer,1.037830933
LTR/ERV1,weak enhancer,Liver cancer,2.954798757
LTR/ERV1,repressed regions,Liver cancer,4.16355105
LTR/ERV1,insulator,Liver cancer,0.36166106
DNA/hAT-Charlie,active promoter,Liver cancer,0.299230487
DNA/hAT-Charlie,weak promoter,Liver cancer,0.617310472
DNA/hAT-Charlie,strong enhancer,Liver cancer,1.246565993
DNA/hAT-Charlie,weak enhancer,Liver cancer,2.575920931
DNA/hAT-Charlie,repressed regions,Liver cancer,4.982160845
DNA/hAT-Charlie,insulator,Liver cancer,0.55766742
SINE/Alu,active promoter,Blood normal,0.376192718
SINE/Alu,weak promoter,Blood normal,0.633211596
SINE/Alu,strong enhancer,Blood normal,1.84108782
SINE/Alu,weak enhancer,Blood normal,4.23044572
SINE/Alu,repressed regions,Blood normal,2.280042406
SINE/Alu,insulator,Blood normal,0.226699249
SINE/Mir,active promoter,Blood normal,0.694948653
SINE/Mir,weak promoter,Blood normal,0.879673706
SINE/Mir,strong enhancer,Blood normal,2.471258784
SINE/Mir,weak enhancer,Blood normal,4.043842013
SINE/Mir,repressed regions,Blood normal,4.888166447
SINE/Mir,insulator,Blood normal,0.671658703
LINE/L1 Ancestral,active promoter,Blood normal,0.068201408
LINE/L1 Ancestral,weak promoter,Blood normal,0.18252375
LINE/L1 Ancestral,strong enhancer,Blood normal,0.548855026
LINE/L1 Ancestral,weak enhancer,Blood normal,1.369981332
LINE/L1 Ancestral,repressed regions,Blood normal,1.314829235
LINE/L1 Ancestral,insulator,Blood normal,0.174741
LINE/L1 Recent,active promoter,Blood normal,0.046890852
LINE/L1 Recent,weak promoter,Blood normal,0.14648341
LINE/L1 Recent,strong enhancer,Blood normal,0.659833447
LINE/L1 Recent,weak enhancer,Blood normal,1.494731123
LINE/L1 Recent,repressed regions,Blood normal,1.606810233
LINE/L1 Recent,insulator,Blood normal,0.145931048
LINE/L2,active promoter,Blood normal,0.401974915
LINE/L2,weak promoter,Blood normal,0.782717996
LINE/L2,strong enhancer,Blood normal,1.944486604
LINE/L2,weak enhancer,Blood normal,3.666207709
LINE/L2,repressed regions,Blood normal,3.908089456
LINE/L2,insulator,Blood normal,0.476084875
LTR/ERV1,active promoter,Blood normal,0.278026873
LTR/ERV1,weak promoter,Blood normal,0.382746567
LTR/ERV1,strong enhancer,Blood normal,1.309555509
LTR/ERV1,weak enhancer,Blood normal,2.613117727
LTR/ERV1,repressed regions,Blood normal,2.104895325
LTR/ERV1,insulator,Blood normal,0.443835252
DNA/hAT-Charlie,active promoter,Blood normal,0.369216881
DNA/hAT-Charlie,weak promoter,Blood normal,0.688678643
DNA/hAT-Charlie,strong enhancer,Blood normal,1.910774723
DNA/hAT-Charlie,weak enhancer,Blood normal,3.6035684
DNA/hAT-Charlie,repressed regions,Blood normal,3.37518403
DNA/hAT-Charlie,insulator,Blood normal,0.691926488
SINE/Alu,active promoter,Blood vessel normal,0.112065334
SINE/Alu,weak promoter,Blood vessel normal,0.230309085
SINE/Alu,strong enhancer,Blood vessel normal,1.464226795
SINE/Alu,weak enhancer,Blood vessel normal,2.079227183
SINE/Alu,repressed regions,Blood vessel normal,6.077730214
SINE/Alu,insulator,Blood vessel normal,0.287326446
SINE/Mir,active promoter,Blood vessel normal,0.24703471
SINE/Mir,weak promoter,Blood vessel normal,0.430356083
SINE/Mir,strong enhancer,Blood vessel normal,3.252642852
SINE/Mir,weak enhancer,Blood vessel normal,3.214808686
SINE/Mir,repressed regions,Blood vessel normal,8.838304494
SINE/Mir,insulator,Blood vessel normal,0.647989379
LINE/L1 Ancestral,active promoter,Blood vessel normal,0.01865263
LINE/L1 Ancestral,weak promoter,Blood vessel normal,0.057123523
LINE/L1 Ancestral,strong enhancer,Blood vessel normal,0.52104477
LINE/L1 Ancestral,weak enhancer,Blood vessel normal,0.816711916
LINE/L1 Ancestral,repressed regions,Blood vessel normal,4.783269071
LINE/L1 Ancestral,insulator,Blood vessel normal,0.159905803
LINE/L1 Recent,active promoter,Blood vessel normal,0.008935649
LINE/L1 Recent,weak promoter,Blood vessel normal,0.042083719
LINE/L1 Recent,strong enhancer,Blood vessel normal,0.681656505
LINE/L1 Recent,weak enhancer,Blood vessel normal,1.054299266
LINE/L1 Recent,repressed regions,Blood vessel normal,4.862896338
LINE/L1 Recent,insulator,Blood vessel normal,0.136259967
LINE/L2,active promoter,Blood vessel normal,0.127268881
LINE/L2,weak promoter,Blood vessel normal,0.299491093
LINE/L2,strong enhancer,Blood vessel normal,2.406683615
LINE/L2,weak enhancer,Blood vessel normal,2.841601099
LINE/L2,repressed regions,Blood vessel normal,8.797949566
LINE/L2,insulator,Blood vessel normal,0.476316628
LTR/ERV1,active promoter,Blood vessel normal,0.090955727
LTR/ERV1,weak promoter,Blood vessel normal,0.183393009
LTR/ERV1,strong enhancer,Blood vessel normal,1.089567976
LTR/ERV1,weak enhancer,Blood vessel normal,1.478819252
LTR/ERV1,repressed regions,Blood vessel normal,6.363009575
LTR/ERV1,insulator,Blood vessel normal,0.402392439
DNA/hAT-Charlie,active promoter,Blood vessel normal,0.110817714
DNA/hAT-Charlie,weak promoter,Blood vessel normal,0.251512492
DNA/hAT-Charlie,strong enhancer,Blood vessel normal,2.04146605
DNA/hAT-Charlie,weak enhancer,Blood vessel normal,2.485174543
DNA/hAT-Charlie,repressed regions,Blood vessel normal,7.633779667
DNA/hAT-Charlie,insulator,Blood vessel normal,0.682098536
SINE/Alu,active promoter,Breast normal,0.163584971
SINE/Alu,weak promoter,Breast normal,0.298192142
SINE/Alu,strong enhancer,Breast normal,1.463318223
SINE/Alu,weak enhancer,Breast normal,3.115460282
SINE/Alu,repressed regions,Breast normal,1.154218329
SINE/Alu,insulator,Breast normal,0.162555778
SINE/Mir,active promoter,Breast normal,0.453890255
SINE/Mir,weak promoter,Breast normal,0.417898419
SINE/Mir,strong enhancer,Breast normal,3.330082383
SINE/Mir,weak enhancer,Breast normal,4.928810345
SINE/Mir,repressed regions,Breast normal,3.352333799
SINE/Mir,insulator,Breast normal,0.50304278
LINE/L1 Ancestral,active promoter,Breast normal,0.0308533
LINE/L1 Ancestral,weak promoter,Breast normal,0.061255032
LINE/L1 Ancestral,strong enhancer,Breast normal,0.613393966
LINE/L1 Ancestral,weak enhancer,Breast normal,1.283753167
LINE/L1 Ancestral,repressed regions,Breast normal,1.10240545
LINE/L1 Ancestral,insulator,Breast normal,0.191934305
LINE/L1 Recent,active promoter,Breast normal,0.024660624
LINE/L1 Recent,weak promoter,Breast normal,0.049090833
LINE/L1 Recent,strong enhancer,Breast normal,0.608299592
LINE/L1 Recent,weak enhancer,Breast normal,1.174177736
LINE/L1 Recent,repressed regions,Breast normal,1.463521057
LINE/L1 Recent,insulator,Breast normal,0.14339018
LINE/L2,active promoter,Breast normal,0.236489886
LINE/L2,weak promoter,Breast normal,0.272805853
LINE/L2,strong enhancer,Breast normal,2.557494167
LINE/L2,weak enhancer,Breast normal,4.545883039
LINE/L2,repressed regions,Breast normal,3.104019421
LINE/L2,insulator,Breast normal,0.392408618
LTR/ERV1,active promoter,Breast normal,0.135496989
LTR/ERV1,weak promoter,Breast normal,0.220784003
LTR/ERV1,strong enhancer,Breast normal,1.649366929
LTR/ERV1,weak enhancer,Breast normal,3.27470201
LTR/ERV1,repressed regions,Breast normal,1.586875738
LTR/ERV1,insulator,Breast normal,0.335165543
DNA/hAT-Charlie,active promoter,Breast normal,0.197418767
DNA/hAT-Charlie,weak promoter,Breast normal,0.24723831
DNA/hAT-Charlie,strong enhancer,Breast normal,2.383791574
DNA/hAT-Charlie,weak enhancer,Breast normal,3.800605068
DNA/hAT-Charlie,repressed regions,Breast normal,2.279938288
DNA/hAT-Charlie,insulator,Breast normal,0.603541564
SINE/Alu,active promoter,Lung normal,0.154000468
SINE/Alu,weak promoter,Lung normal,0.366629079
SINE/Alu,strong enhancer,Lung normal,1.104071167
SINE/Alu,weak enhancer,Lung normal,2.361374085
SINE/Alu,repressed regions,Lung normal,6.886564787
SINE/Alu,insulator,Lung normal,0.721494322
SINE/Mir,active promoter,Lung normal,0.441477642
SINE/Mir,weak promoter,Lung normal,0.566766788
SINE/Mir,strong enhancer,Lung normal,2.469533822
SINE/Mir,weak enhancer,Lung normal,3.947462282
SINE/Mir,repressed regions,Lung normal,9.773907277
SINE/Mir,insulator,Lung normal,1.210711101
LINE/L1 Ancestral,active promoter,Lung normal,0.020787544
LINE/L1 Ancestral,weak promoter,Lung normal,0.074479479
LINE/L1 Ancestral,strong enhancer,Lung normal,0.291782326
LINE/L1 Ancestral,weak enhancer,Lung normal,0.896553225
LINE/L1 Ancestral,repressed regions,Lung normal,3.510895806
LINE/L1 Ancestral,insulator,Lung normal,0.312279294
LINE/L1 Recent,active promoter,Lung normal,0.020784616
LINE/L1 Recent,weak promoter,Lung normal,0.051982057
LINE/L1 Recent,strong enhancer,Lung normal,0.364660332
LINE/L1 Recent,weak enhancer,Lung normal,0.931078212
LINE/L1 Recent,repressed regions,Lung normal,4.037764433
LINE/L1 Recent,insulator,Lung normal,0.301034471
LINE/L2,active promoter,Lung normal,0.214251224
LINE/L2,weak promoter,Lung normal,0.398685178
LINE/L2,strong enhancer,Lung normal,1.806043579
LINE/L2,weak enhancer,Lung normal,3.32307495
LINE/L2,repressed regions,Lung normal,8.947064764
LINE/L2,insulator,Lung normal,1.063407294
LTR/ERV1,active promoter,Lung normal,0.123070853
LTR/ERV1,weak promoter,Lung normal,0.260849461
LTR/ERV1,strong enhancer,Lung normal,0.720379372
LTR/ERV1,weak enhancer,Lung normal,1.655641679
LTR/ERV1,repressed regions,Lung normal,7.043226475
LTR/ERV1,insulator,Lung normal,0.806304759
DNA/hAT-Charlie,active promoter,Lung normal,0.177722876
DNA/hAT-Charlie,weak promoter,Lung normal,0.348545747
DNA/hAT-Charlie,strong enhancer,Lung normal,1.691283051
DNA/hAT-Charlie,weak enhancer,Lung normal,3.412592006
DNA/hAT-Charlie,repressed regions,Lung normal,7.063860629
DNA/hAT-Charlie,insulator,Lung normal,1.219923445
